NO,의원명,업무구분,대표전화,주소,평일 진료,토요일 진료,일요일 진료,공휴일 진료,위도,경도
2630,강북21세기의원,의원,02-2092-7703,서울특별시 중랑구 동일로 890 (묵동),09:00~18:00,09:00~14:00,-,-,37.6099209,127.0782012
15335,우리들연세내과의원,의원,02-979-8297,"서울특별시 중랑구 동일로 890, 5층 (묵동)",09:00~18:30,09:00~14:00,-,-,37.6099209,127.0782012
4026,미소사랑치과의원,치과,02-976-2875,"서울특별시 중랑구 동일로 890, 5층 (묵동)",09:30~18:30,09:30~14:00,-,-,37.6099209,127.0782012
3698,바로편한신경외과의원,의원,02-356-2655,"서울특별시 은평구 불광로 15, 3층 (대조동)",09:00~19:00,09:00~14:00,-,-,37.6099342,126.9278925
8876,차한의원,한의원,02-941-1079,"서울특별시 성북구 돌곶이로27길 83, 지상2층 (장위동)",09:30~19:00,09:30~17:00,-,-,37.6099441,127.0517688
15900,하루학문외과의원,의원,02-391-7001,"서울특별시 종로구 평창문화로 139, 5층 (평창동)",10:00~18:00,10:00~15:00,-,-,37.6100268,126.9751379
1216,강창원내과의원,의원,02-389-2043,서울특별시 은평구 통일로 721 (대조동),09:30~18:30,09:30~14:00,-,-,37.61003,126.9299477
7428,금두꺼비한의원,한의원,02-932-9902,"서울특별시 은평구 통일로 721, 3층 (대조동)",10:00~19:00,10:00~17:00,-,-,37.61003,126.9299477
8567,좋은이비인후과의원,의원,02-943-8866,"서울특별시 성북구 돌곶이로27길 79, 2층 (장위동)",09:00~19:00,09:00~14:00,-,-,37.6100629,127.0519984
2600,연세팜스의원,의원,02-387-2755,서울특별시 은평구 불광로 17 (대조동),09:30~21:00,09:30~15:00,-,-,37.6100707,126.9280775
16372,백세내과의원,의원,02-354-1088,"서울특별시 은평구 불광로 17, 3,4층 (대조동, 대흥빌딩)",08:30~18:00,08:30~14:00,-,-,37.6100707,126.9280775
3803,사람사랑치과의원,치과,02-385-2275,서울특별시 은평구 불광로 17 (대조동),09:30~18:30,10:00~14:00,-,-,37.6100707,126.9280775
14166,경희허준한의원,한의원,02-384-8875,"서울특별시 은평구 불광로 17, 2층 (대조동, 대흥빌딩)",09:00~19:00,09:00~15:00,-,-,37.6100707,126.9280775
15662,제일가정의학과의원,의원,02-357-2175,"서울특별시 은평구 통일로 723, 2층 (대조동)",09:00~18:30,09:00~15:00,-,-,37.6100875,126.9297312
12883,제일경희한의원,한의원,02-358-2175,서울특별시 은평구 통일로 723,09:30~19:00,09:30~16:00,-,-,37.6100875,126.9297312
8569,맑은세상의원,의원,02-967-7856,"서울특별시 성북구 돌곶이로 75, 4층 (석관동)",09:30~18:00,09:30~16:00,-,-,37.6100914,127.0574859
16225,박원배치과의원,치과,02-959-8610,"서울특별시 성북구 돌곶이로 75, 301호 (석관동,용호빌딩)",09:30~18:00,09:30~11:00,-,-,37.6100914,127.0574859
13665,이웃사랑치과의원,치과,02-912-6872,서울특별시 강북구 월계로 17 (미아동),10:00~18:00,10:00~13:00,-,-,37.6101293,127.0318461
12321,연세은혜치과의원,치과,02-496-3622,서울특별시 중랑구 신내로 126,09:30~18:00,09:30~13:00,-,-,37.6101904,127.0964306
8711,월곡정형외과의원,의원,02-987-3115,"서울특별시 강북구 월계로 19, 2,3층 (미아동)",09:00~18:30,09:00~14:30,-,-,37.6102294,127.0320934
5314,샤인의원,의원,02-989-7654,서울특별시 성북구 도봉로 11 (길음동),10:00~20:00,10:00~17:00,-,-,37.6102614,127.0298922
9416,실로암한의원,한의원,02-962-9620,"서울특별시 성북구 돌곶이로22길 9, 지상1층 (석관동)",09:00~18:00,09:00~15:00,-,-,37.6102688,127.0583734
8717,엄마사랑한의원,한의원,02-354-8887,"서울특별시 은평구 연서로 130, 3층 (역촌동)",09:00~19:00,09:00~14:00,-,10:00~17:00,37.610302,126.917284
16425,성동한의원,한의원,02-963-6363,"서울특별시 성북구 돌곶이로 76, 1층 (석관동)",10:00~18:00,10:00~13:00,-,-,37.6103366,127.0577997
14949,석관서울좋은치과의원,치과,02-963-1485,"서울특별시 성북구 화랑로 246, 지상2층 (석관동)",09:30~18:30,09:30~14:00,-,-,37.6103531,127.0566466
271,만세정형외과의원,의원,02-959-8875,"서울특별시 성북구 화랑로 248, 4층 401~404호 (석관동, 장위뉴타워)",09:00~19:00,09:00~14:00,-,-,37.6104031,127.0569187
15222,연세속편한의원,의원,02-967-3333,"서울특별시 성북구 화랑로 248, 501~503호 (석관동, 장위뉴타워)",09:00~19:00,09:00~15:00,-,-,37.6104031,127.0569187
5964,미보치과의원,치과,02-964-2875,"서울특별시 성북구 화랑로 248, 6층 (석관동, 장위뉴타워)",09:30~19:00,09:30~14:00,-,-,37.6104031,127.0569187
15142,약선당부부한의원,한의원,02-6215-7888,"서울특별시 성북구 화랑로 248, 304호 (석관동, 장위뉴타워)",09:00~21:00,09:00~14:00,-,-,37.6104031,127.0569187
15485,이소아과의원,의원,02-355-6375,서울특별시 은평구 통일로66길 1 (불광동),08:00~18:00,08:00~15:00,-,-,37.610434,126.9305719
12586,은평치과의원,치과,02-358-1524,서울특별시 은평구 불광로 28,09:30~19:00,09:30~16:00,-,-,37.6104812,126.9291795
9468,연세미소안치과의원,치과,02-945-2860,"서울특별시 성북구 도봉로3길 10, 지하1,지상1,2층 (길음동)",10:00~19:00,10:00~15:00,-,-,37.6105003,127.0296085
2606,의료법인성누가의료재단성누가의원,의원,1661-9666,"서울특별시 은평구 통일로 726, 불광메디컬타워 1~12층 (불광동)",09:00~18:00,09:00~13:00,-,-,37.6105229,126.9303044
16770,OK(오케이)내과의원,의원,02-383-3393,서울특별시 은평구 서오릉로 131,08:30~13:00,08:30~13:00,-,-,37.6105232,126.9179624
1679,최윤영산부인과의원,의원,02-382-0220,서울특별시 은평구 통일로 731 (대조동),09:30~18:00,09:30~15:00,-,-,37.6106252,126.9294643
14251,김기창안과의원,의원,02-382-1593,서울특별시 은평구 통일로 731 (대조동),09:30~18:00,09:30~15:00,-,-,37.6106252,126.9294643
15439,은평미피부과의원,의원,02-389-9600,"서울특별시 은평구 통일로 731, 2층 (대조동)",09:30~19:00,09:00~16:00,-,-,37.6106252,126.9294643
3721,연세수치과의원,치과,02-353-2897,서울특별시 은평구 통일로 731,09:30~18:30,09:30~14:00,-,-,37.6106252,126.9294643
9118,예당한의원,한의원,02-386-1096,서울특별시 은평구 통일로 731 (대조동),09:30~19:00,09:30~16:00,-,-,37.6106252,126.9294643
10792,경희애한의원,한의원,02-948-7205,"서울특별시 중랑구 동일로 897, 6층 (묵동)",09:00~19:00,09:00~16:00,-,-,37.6106259,127.0772242
14726,백소아과의원,의원,02-354-0500,서울특별시 은평구 불광로 25 (대조동),08:30~18:00,08:30~15:00,-,-,37.6106687,126.9287154
8658,성모마음한의원,한의원,02-972-5011,서울특별시 중랑구 동일로 899 2층(영은빌딩),09:30~18:30,09:30~16:00,-,-,37.6106705,127.0774189
3127,연세알찬정형외과의원,의원,02-359-9500,"서울특별시 은평구 연서로 134 (역촌동, 신성빌딩)",09:00~19:00,09:00~15:00,-,-,37.6106739,126.9174469
11222,김장식치과의원,치과,02-353-2082,서울특별시 은평구 통일로 728-1,09:30~19:00,09:30~16:00,-,-,37.6107035,126.9301805
11472,맑은성모이비인후과의원,의원,02-913-8175,서울특별시 성북구 삼양로13길 45,09:00~19:00,09:00~16:00,-,09:00~13:00,37.610739,127.0196773
16210,뉴타운치과의원,치과,02-911-2670,"서울특별시 성북구 삼양로13길 45, 3층 (길음동)",10:00~19:00,10:00~14:00,-,-,37.610739,127.0196773
10418,경희부부한의원,한의원,02-910-7575,"서울특별시 성북구 삼양로13길 45, 상가동 312호 (길음동, 대림e편한세상아파트)",09:30~19:00,09:30~16:00,-,09:30~13:00,37.610739,127.0196773
6933,에스메디센터내과외과의원,의원,02-6925-0700,"서울특별시 성북구 오패산로 99, 3~7층 (하월곡동)",09:00~19:30,09:00~15:00,-,-,37.6107642,127.0351847
12682,이엔치과의원,치과,02-387-2275,서울특별시 은평구 연서로 133,09:30~18:30,09:30~14:00,-,-,37.6107849,126.9168181
9099,다온여성의원,의원,02-6351-0070,"서울특별시 은평구 통일로 730, 보광빌딩 5층 502호 (불광동)",09:30~19:00,09:30~14:00,-,-,37.6108358,126.9301251
9824,연세SM재활의학과의원,의원,02-357-0216,"서울특별시 은평구 통일로 730, 보광빌딩 5층 501호 (불광동)",09:00~19:00,09:00~15:00,-,-,37.6108358,126.9301251
11650,밝은홍안과의원,의원,02-355-8966,서울특별시 은평구 통일로 730,09:00~18:30,09:00~15:00,-,-,37.6108358,126.9301251
12325,연세이비인후과의원,의원,02-386-3332,서울특별시 은평구 통일로 730,09:30~18:30,09:20~15:00,-,10:30~12:00,37.6108358,126.9301251
16013,홍석호내과의원,의원,02-357-0240,"서울특별시 은평구 통일로 730, 3층 301호 (불광동, 보광빌딩)",09:30~18:00,09:30~15:00,-,-,37.6108358,126.9301251
11420,라인치과의원,치과,02-382-2288,서울특별시 은평구 통일로 730,09:30~18:30,09:30~13:00,-,-,37.6108358,126.9301251
6852,어깨동무한의원,한의원,02-386-5014,"서울특별시 은평구 통일로 730, 402호 (불광동, 보광빌딩)",09:30~19:00,09:30~17:00,-,-,37.6108358,126.9301251
4400,은평닥터디케이의원,의원,02-356-1590,"서울특별시 은평구 서오릉로 139, 301호 (역촌동)",10:00~19:00,10:00~14:00,-,-,37.6108438,126.9175023
5784,다솜마취통증의학과의원,의원,02-358-7577,서울특별시 은평구 서오릉로 139 (역촌동),09:00~18:30,09:00~13:00,-,-,37.6108438,126.9175023
12262,연세드림치과의원,치과,02-357-2822,서울특별시 은평구 서오릉로 139,10:00~19:00,10:00~14:00,-,-,37.6108438,126.9175023
6844,경희백한의원,한의원,02-356-4845,"서울특별시 은평구 서오릉로 139, 302호 (역촌동)",09:30~18:30,09:30~16:00,-,-,37.6108438,126.9175023
8603,뉴타운연세소아과의원,의원,02-911-0237,서울특별시 성북구 길음로 103 (길음동) 대우상가,09:00~18:30,09:00~14:00,-,-,37.6108593,127.0179994
6671,온치과의원,치과,02-909-2808,"서울특별시 성북구 길음로 103, 대우상가 3층 305호 (길음동)",09:30~18:30,09:30~14:00,-,-,37.6108593,127.0179994
10930,함공식의원,의원,02-354-0999,"서울특별시 은평구 통일로67길 10, 5층 (대조동)",09:30~18:00,09:30~14:30,-,-,37.6108596,126.9280898
9567,사랑이꽃피는치과의원,치과,02-359-2804,서울특별시 은평구 통일로67길 10,09:30~20:00,09:30~15:00,-,-,37.6108596,126.9280898
10044,서울민치과의원,치과,02-987-7528,"서울특별시 성북구 오패산로 98, 201호 (하월곡동,로만프라자)",09:30~18:30,09:30~14:00,-,-,37.6108603,127.0356656
8294,오안과의원,의원,02-911-4516,"서울특별시 성북구 화랑로 245, (장위동)",10:00~18:00,10:00~13:00,-,-,37.6108879,127.0565508
11628,박치과의원,치과,02-918-5086,서울특별시 성북구 화랑로 245,10:00~18:00,10:00~14:30,-,-,37.6108879,127.0565508
15600,장소아과의원,의원,02-359-3303,"서울특별시 은평구 통일로69길 19-1, 2층 (대조동)",09:00~18:00,09:00~13:00,-,09:00~13:00,37.610895,126.9266731
1855,성모마음정신과의원,의원,02-972-4300,서울특별시 중랑구 동일로 903 (묵동),09:30~18:30,09:30~15:00,-,-,37.6109117,127.0774097
14032,연세큰숲내과의원,의원,02-2038-8270,서울특별시 은평구 통일로67길 3 (대조동),09:00~18:00,-,-,-,37.610939,126.9288505
14604,미소지앤의원,의원,02-376-7572,"서울특별시 은평구 통일로67길 3, 6층 (대조동)",10:00~20:00,10:00~15:00,-,-,37.610939,126.9288505
14628,민마취통증의학과의원,의원,02-357-9003,"서울특별시 은평구 통일로67길 3, 3층 (대조동)",09:00~18:30,09:00~16:00,-,-,37.610939,126.9288505
3605,이쎈치과의원,치과,02-352-2875,"서울특별시 은평구 통일로67길 3, 5층 (대조동, 상일빌딩)",10:00~18:00,10:00~14:00,-,-,37.610939,126.9288505
15556,인의한의원,한의원,02-386-7975,"서울특별시 은평구 통일로67길 3, 2층 (대조동)",09:30~21:00,09:30~16:00,-,09:30~16:00,37.610939,126.9288505
14331,김진치과의원,치과,02-352-4374,서울특별시 은평구 통일로 732 (불광동),10:00~17:30,10:00~13:00,-,-,37.6109506,126.9299914
10154,사계절치과의원,치과,02-3157-2876,서울특별시 은평구 불광로 29 (대조동),10:00~19:00,10:00~14:00,-,-,37.6109595,126.929034
1596,맘스미산부인과의원,의원,02-388-5855,"서울특별시 은평구 서오릉로 134, 4,5,6층 (대조동)",09:00~19:00,09:00~15:00,-,-,37.6110201,126.9181438
7259,아산키즈소아청소년과의원,의원,02-388-3375,서울특별시 은평구 서오릉로 134 (대조동),09:00~18:00,09:00~14:00,-,-,37.6110201,126.9181438
14622,미즈플러스치과의원,치과,02-354-2804,"서울특별시 은평구 서오릉로 134, 2층 (대조동)",09:30~18:30,09:30~13:00,-,-,37.6110201,126.9181438
1271,우리이웃의원,의원,02-988-7766,"서울특별시 강북구 월계로 33 (미아동, 우리이웃의원)",09:30~18:30,09:30~13:00,-,-,37.6110482,127.0336223
16224,나종보치과의원,치과,02-941-1863,"서울특별시 성북구 오패산로 102, 5층 (하월곡동)",09:30~18:30,09:30~15:00,-,-,37.6110642,127.0354559
7249,동서의원,의원,02-385-7057,"서울특별시 은평구 통일로 735-1, (대조동)",09:30~18:00,09:30~15:00,-,-,37.6111171,126.9290645
10016,고려정형외과의원,의원,02-973-1555,"서울특별시 중랑구 동일로 905, 4층 5층 (묵동)",09:00~19:00,09:00~14:00,-,-,37.6111183,127.0773097
1460,경희숲한의원,한의원,02-909-1942,"서울특별시 성북구 보국문로 76, 지상2층 (정릉동)",09:00~18:30,09:00~15:00,-,-,37.6111301,127.0089638
1261,준이비인후과의원,의원,02-386-1125,서울특별시 은평구 연서로 137,09:00~19:00,09:00~15:00,-,-,37.6111676,126.9168699
2053,예일가정의학과의원,의원,02-382-6109,"서울특별시 은평구 연서로 137, 4층 (구산동)",09:00~18:30,09:00~14:00,-,-,37.6111676,126.9168699
11441,류비뇨기과의원,의원,02-354-8834,서울특별시 은평구 연서로 137,09:00~18:30,09:00~13:00,-,-,37.6111676,126.9168699
11910,서울이레안과의원,의원,02-385-8200,서울특별시 은평구 연서로 137,09:00~18:30,09:00~15:00,-,-,37.6111676,126.9168699
12583,은산부인과의원,의원,02-359-7175,서울특별시 은평구 연서로 137,09:30~18:30,10:00~15:00,-,-,37.6111676,126.9168699
12430,예일치과의원,치과,02-359-0188,서울특별시 은평구 연서로 137,10:00~17:00,10:00~13:00,-,-,37.6111676,126.9168699
9263,예일한의원,한의원,02-375-7582,"서울특별시 은평구 연서로 137, 3층 (구산동)",09:00~18:30,09:00~15:00,-,-,37.6111676,126.9168699
14320,김정일안과의원,의원,02-383-8686,"서울특별시 은평구 서오릉로 138, 3층 (대조동)",09:30~18:30,09:30~15:00,-,-,37.6111884,126.9178379
15233,연세예일의원,의원,02-357-6867,"서울특별시 은평구 서오릉로 138, 2층 (대조동)",09:00~19:00,09:00~16:00,-,-,37.6111884,126.9178379
16209,연세안치과의원,치과,02-943-2272,"서울특별시 성북구 월계로 46, 2층 (하월곡동)",10:00~18:30,10:00~13:00,-,-,37.6112051,127.0348827
14573,모아가정의학과의원,의원,02-357-1475,"서울특별시 은평구 역말로 135, 2층 (대조동)",09:00~18:00,09:00~14:00,-,-,37.6112689,126.9218659
14687,박해문의원,의원,02-388-8123,서울특별시 은평구 불광로 44 (불광동),10:00~18:30,09:00~14:00,-,-,37.6112734,126.9306138
11733,불광치과의원,치과,02-358-7127,서울특별시 은평구 통일로 736,09:30~18:00,09:30~13:00,-,-,37.6112853,126.9296266
4177,휴먼피부과의원,의원,02-352-9888,서울특별시 은평구 통일로 739,10:00~21:00,10:00~15:00,-,-,37.6112882,126.9287446
12288,연세세브란스치과의원,치과,02-356-2638,서울특별시 은평구 통일로 739,09:30~18:00,09:30~13:00,-,-,37.6112882,126.9287446
12489,우리한의원,한의원,02-359-7979,서울특별시 은평구 통일로 739,09:30~18:30,09:30~13:00,-,-,37.6112882,126.9287446
16718,(의)열린의료재단은평열린의원,의원,02-354-7168,"서울특별시 은평구 서오릉로 145, 상원빌딩 4층 (구산동)",09:00~18:00,09:00~13:00,-,-,37.6112943,126.9165039
6134,월오한의원,한의원,02-388-0519,"서울특별시 은평구 서오릉로 145, 4층 (구산동, 상원빌딩)",09:00~20:00,09:00~15:00,-,-,37.6112943,126.9165039
16776,빛나리치과의원,치과,02-353-2811,서울특별시 은평구 서오릉로 134-3,-,-,-,-,37.6113103,126.9178113
2911,마디찬마취통증의학과의원,의원,02-975-8575,"서울특별시 중랑구 동일로 907, 2층 (묵동)",09:00~19:00,09:00~15:00,-,-,37.6113267,127.077322
4366,채희재피부과의원,의원,02-385-3330,"서울특별시 은평구 서오릉로 140, 2층 (대조동)",09:30~19:00,09:30~17:00,-,-,37.6113415,126.917614
10924,편한마음정신과의원,의원,02-359-0990,"서울특별시 은평구 서오릉로 140, 3층 (대조동)",09:30~19:00,09:30~16:00,-,-,37.6113415,126.917614
12315,연세우리내과의원,의원,02-357-8279,서울특별시 은평구 서오릉로 140,08:30~19:00,08:30~15:00,-,-,37.6113415,126.917614
15162,엄대식이비인후과의원,의원,02-358-5133,서울특별시 은평구 서오릉로 140 (대조동),09:00~18:20,09:00~13:00,-,-,37.6113415,126.917614
1641,연세학문외과의원,의원,02-387-6427,서울특별시 은평구 통일로 741,09:00~18:30,09:00~15:00,-,-,37.6114245,126.9285341
10298,유원마취통증의학과의원,의원,02-387-6216,"서울특별시 은평구 통일로 741, 4층 (대조동, 신흥빌딩402호)",09:30~18:00,09:30~16:00,-,-,37.6114245,126.9285341
14371,나이비인후과의원,의원,02-3157-3008,서울특별시 은평구 통일로 738 (불광동),09:00~19:00,09:00~15:00,-,-,37.6114541,126.9294216
15937,한성훈치과의원,치과,02-384-2828,서울특별시 은평구 통일로 738 (불광동),09:30~17:00,09:30~12:00,-,-,37.6114541,126.9294216
4933,박가정의학과의원,의원,02-987-2724,"서울특별시 성북구 월계로 52, 지상3층 303호 (하월곡동)",09:00~18:20,09:00~12:50,-,-,37.6114823,127.0355806
8421,우리들이비인후과의원,의원,02-941-5075,"서울특별시 성북구 월계로 52, (하월곡동)",09:00~18:30,09:00~15:00,-,-,37.6114823,127.0355806
13744,기린i소아청소년과의원,의원,02-918-0700,"서울특별시 성북구 월계로 52, 5층 501호 (하월곡동)",09:00~18:00,09:00~12:00,-,-,37.6114823,127.0355806
9681,햇빛속에치과의원,치과,02-942-0028,서울특별시 성북구 월계로 52,09:30~19:00,09:30~14:00,-,-,37.6114823,127.0355806
2826,누가한의원,한의원,02-918-8822,"서울특별시 성북구 월계로 52, 302호 (하월곡동)",09:00~18:30,09:00~15:00,-,-,37.6114823,127.0355806
2690,동부중앙의원,의원,02-973-5888,서울특별시 중랑구 동일로 909 (묵동),09:00~19:00,09:00~15:30,-,-,37.6115017,127.0772726
9063,굿모닝치과의원,치과,02-948-2875,"서울특별시 중랑구 동일로 909, 2층 (묵동)",09:30~18:30,09:30~13:30,-,-,37.6115017,127.0772726
6761,한솔내과의원,의원,02-943-8370,"서울특별시 성북구 보국문로18길 1, 4층 401호 (정릉동)",08:30~18:30,08:30~15:30,-,09:00~13:00,37.611555,127.0089208
12837,정릉부부치과의원,치과,02-915-5797,서울특별시 성북구 보국문로18길 1,09:30~18:30,09:30~13:00,-,-,37.611555,127.0089208
14388,노블클래식의원,의원,02-988-0057,"서울특별시 강북구 월계로 43-1, 2층 (미아동)",09:30~18:00,09:30~13:00,-,-,37.6115553,127.0344792
6481,박정신건강의학과의원,의원,02-385-2319,"서울특별시 은평구 통일로 741-1, 5층 (대조동)",10:00~18:00,10:00~13:00,-,-,37.6115871,126.9285068
8739,류종상내과의원,의원,02-388-1388,"서울특별시 은평구 통일로 741-1, 5층 (대조동)",09:30~18:00,09:30~13:00,-,-,37.6115871,126.9285068
12615,이길완산부인과의원,의원,02-382-3210,서울특별시 은평구 통일로 741-1,09:30~18:00,09:30~13:00,-,-,37.6115871,126.9285068
12638,이병석안과의원,의원,02-386-8823,서울특별시 은평구 통일로 741-1,09:30~18:00,09:30~13:00,-,-,37.6115871,126.9285068
5781,굿모닝한의원,한의원,02-356-8275,"서울특별시 은평구 통일로 741-1, 4층 (대조동)",09:30~19:00,09:30~15:00,-,-,37.6115871,126.9285068
13982,하나효요양의원,요양의원,02-356-7007,"서울특별시 은평구 서오릉로 149, 4,5,6,7,8,9층 (구산동)",09:00~18:00,09:00~13:00,-,-,37.6116011,126.9162395
5404,살림의료복지사회적협동조합살림의원,의원,02-6014-9949,"서울특별시 은평구 서오릉로 149, 2층 좌측호 (구산동, 세웅그룹빌딩)",09:00~18:00,09:00~14:00,-,-,37.6116011,126.9162395
5396,살림의료복지사회적협동조합살림치과의원,치과,02-6014-9949,"서울특별시 은평구 서오릉로 149, 2층 우측호 (구산동, 세웅그룹빌딩)",10:00~18:00,10:00~14:00,-,-,37.6116011,126.9162395
6176,바른몸한의원,한의원,02-989-0120,서울특별시 성북구 도봉로 27 (길음동),09:30~19:00,09:30~14:00,-,-,37.6116358,127.0300764
370,백설공주의원,의원,02-988-9881,"서울특별시 강북구 도봉로 30, 6층 601호 (미아동, 에코피아빌딩)",10:00~19:00,10:00~17:00,-,-,37.6116463,127.0307576
8912,사랑샘터정신건강의학과의원,의원,02-929-0241,서울특별시 강북구 도봉로 30 에코피아빌딩 9층,10:30~18:00,10:30~15:00,-,-,37.6116463,127.0307576
13734,푸름외과의원,의원,02-981-6006,"서울특별시 강북구 도봉로 30, 12층 (미아동, 에코피아빌딩)",09:00~18:00,09:00~14:00,-,-,37.6116463,127.0307576
13951,마디신경외과의원,의원,02-985-5015,"서울특별시 강북구 도봉로 30, 10층 (미아동)",09:00~18:00,09:00~13:00,-,-,37.6116463,127.0307576
4883,스마일위드치과교정과치과의원,치과,02-945-3679,"서울특별시 강북구 도봉로 30, 7층 (미아동, 에코피아빌딩)",10:30~18:30,08:30~14:30,-,-,37.6116463,127.0307576
10025,북한산한의원,한의원,02-941-7955,"서울특별시 성북구 보국문로 82, 2층 (정릉동)",09:00~19:00,09:00~15:00,-,-,37.6116552,127.0086732
5317,비비드의원,의원,02-356-0301,"서울특별시 은평구 서오릉로 151, 6층 (구산동)",10:30~21:00,10:30~17:00,-,-,37.6117193,126.9159884
3537,서울금플란트치과의원,치과,02-386-2727,"서울특별시 은평구 서오릉로 151, 3층 (구산동)",09:30~18:30,09:30~14:00,-,-,37.6117193,126.9159884
2331,한마음한의원,한의원,02-973-1075,"서울특별시 중랑구 중랑역로 205, 2층 (묵동)",09:00~18:00,09:00~14:00,-,-,37.611756,127.0756302
14774,불광한의원,한의원,02-355-2448,서울특별시 은평구 통일로 745 (대조동),10:00~17:30,10:00~15:30,10:00~15:30,10:00~15:30,37.6117791,126.92845
8487,성신의원,의원,02-983-6063,"서울특별시 성북구 숭인로 16, (길음동)",09:30~18:30,09:30~12:30,-,-,37.611782,127.0238986
12133,아름드리치과의원,치과,02-971-2804,서울특별시 중랑구 동일로 911,09:30~18:30,09:30~14:00,-,-,37.6118072,127.0772161
6510,경희태초한의원,한의원,02-388-0031,서울특별시 은평구 불광로 52 (불광동),09:30~19:00,09:30~16:00,-,-,37.6118108,126.9313127
1591,서울성모내과의원,의원,02-358-0501,서울특별시 은평구 연서로 146 (대조동),08:30~19:00,08:30~15:00,-,-,37.6118144,126.9177314
4362,마이디피부과의원,의원,02-355-5533,서울특별시 은평구 연서로 146 (대조동),10:00~19:00,10:00~16:30,-,-,37.6118144,126.9177314
9868,문병철정형외과의원,의원,02-352-5119,"서울특별시 은평구 연서로 146, 7층 (대조동, 수메디컬빌딩)",09:00~18:00,09:00~14:00,-,-,37.6118144,126.9177314
15290,예일소아청소년과의원,의원,02-384-8400,서울특별시 은평구 연서로 146 (대조동),09:00~18:40,09:00~14:40,-,-,37.6118144,126.9177314
4076,뿌리사랑치과의원,치과,02-358-2828,"서울특별시 은평구 연서로 146, 5층 (대조동, 수메디컬빌딩)",09:30~18:30,09:30~14:00,-,-,37.6118144,126.9177314
11153,김근만치과의원,치과,02-359-2885,서울특별시 은평구 연서로 146,10:00~18:30,09:30~15:00,-,-,37.6118144,126.9177314
14114,강석경소아과의원,의원,02-389-0969,서울특별시 은평구 불광로 54 (불광동),09:30~18:30,09:30~14:00,-,-,37.6118377,126.9315031
4419,서울박치과의원,치과,02-383-2828,"서울특별시 은평구 불광로 54, 3층 (불광동)",09:30~18:30,09:30~14:00,-,-,37.6118377,126.9315031
8602,클레오의원,의원,02-988-2975,"서울특별시 성북구 도봉로 29, 3층 (길음동)",10:00~18:00,10:00~12:00,-,-,37.61185,127.0299719
16208,윈치과의원,치과,02-987-2857,"서울특별시 성북구 도봉로 29, (길음동)",10:00~18:30,10:00~14:00,-,-,37.61185,127.0299719
5586,고른e치과의원,치과,02-388-5522,서울특별시 은평구 통일로 742 (불광동),10:00~19:00,10:00~16:00,-,-,37.6118532,126.9293627
3306,인플란트치과의원,치과,02-981-2282,서울특별시 강북구 도봉로 32 (미아동),09:30~18:00,09:30~12:00,-,-,37.6118629,127.0307329
15755,참사랑의원,의원,02-973-7542,"서울특별시 중랑구 공릉로 12, 2층 (묵동, 삼양빌딩)",09:00~19:00,09:00~15:00,-,-,37.6118742,127.078058
4257,이치과의원,치과,02-977-2822,"서울특별시 중랑구 공릉로 12, 3층 (묵동)",09:30~18:30,09:30~15:00,-,-,37.6118742,127.078058
9848,성모의원,의원,02-355-0203,"서울특별시 은평구 통일로 749, (대조동)",09:00~18:30,09:00~16:00,-,-,37.6119727,126.9281813
13979,백제열린의원,의원,02-981-7533,"서울특별시 강북구 오패산로 112, 2,3층 (미아동)",08:00~19:00,08:00~16:00,-,-,37.6119731,127.035078
10029,신세계한의원,한의원,02-945-5080,"서울특별시 성북구 도봉로 31, 지상1,4, 지하1층 (길음동)",09:30~21:00,09:30~17:00,-,-,37.6119827,127.0298972
7257,서울탑의원,의원,02-351-9114,"서울특별시 은평구 서오릉로 157, 201호 (구산동)",09:00~18:20,09:00~14:00,-,-,37.612008,126.9156468
14932,서울하이안치과의원,치과,02-357-2879,"서울특별시 은평구 통일로 746, 3층 (불광동)",10:00~18:30,10:00~14:00,-,-,37.6120375,126.9289557
15143,약손부부한의원,한의원,02-388-7510,"서울특별시 은평구 통일로 746, 2층 (불광동)",09:30~20:30,09:30~15:00,-,-,37.6120375,126.9289557
2028,메트로내과의원,의원,02-988-0028,"서울특별시 강북구 도봉로 34, 4,6,7층 (미아동, 트레지오빌딩)",09:00~20:00,09:00~15:30,-,09:00~13:00,37.6120843,127.030743
3406,프리뷰의원 미아점,의원,02-983-7585,"서울특별시 강북구 도봉로 34, 2층 (미아동, 트레지오빌딩)",09:00~18:00,09:00~16:00,-,-,37.6120843,127.030743
8851,하나안과의원,의원,02-980-7878,"서울특별시 강북구 도봉로 34, 5층 (미아동, 트레지오빌딩)",09:00~18:00,09:00~13:00,-,-,37.6120843,127.030743
16038,황규혁정신건강의학과의원,의원,02-945-7751,"서울특별시 강북구 도봉로 34, 5층 (미아동)",09:00~18:30,09:00~14:00,-,-,37.6120843,127.030743
9845,해피아이치과의원,치과,02-983-7528,"서울특별시 강북구 도봉로 34 (미아동, 트레지오빌딩)",10:00~18:30,10:00~14:00,-,-,37.6120843,127.030743
14103,강북이사랑치과의원,치과,02-980-4134,"서울특별시 강북구 도봉로 34, 4층 (미아동)",09:30~18:30,09:30~12:30,-,-,37.6120843,127.030743
14440,대조한의원,한의원,02-355-8858,"서울특별시 은평구 서오릉로 159, 2층 (구산동)",09:00~19:00,09:00~16:30,-,-,37.6121432,126.9153728
