NO,약국명,대표전화,주소,월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영,위도,경도
2435,아이약국,070-8886-8802,서울특별시 도봉구 도봉로 461,10:00~16:00,10:00~16:00,10:00~16:00,10:00~16:00,10:00~16:00,-,-,-,37.6470607,127.0333957
4844,이든약국,02-861-9110,"서울특별시 금천구 서부샛길 606, 125호(가산동, 대성디폴리스)",10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,-,-,-,37.4795258,126.8770372
1434,메디팜동진약국,02-869-6283,서울특별시 구로구 도림로 75 한진빌딩 1층 (구로동),10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,-,-,-,37.4899971,126.891707
3389,도곡메디칼약국,02-3462-9095,"서울특별시 강남구 도곡로 242, 지하1층 103호, 1층 201호 (도곡동, 삼호아파트(삼호상가))",10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,08:30~14:00,-,-,37.4934007,127.0451556
3606,서래약국,02-3482-1535,"서울특별시 서초구 방배로 234 1층 (방배동, 우신빌딩)",10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,-,-,-,37.4941493,126.9898789
3564,캠브리지5층약국,02-552-9319,서울특별시 강남구 테헤란로 110 5층 일부,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,-,-,-,37.498068,127.029383
2814,초원약국,02-556-5656,서울특별시 강남구 논현로114길 8,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~12:00,-,-,37.5085148,127.0340915
3563,청담와이약국,02-512-7262,"서울특별시 강남구 압구정로 461, B104호 (청담동)",10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,-,-,-,37.5252649,127.0472493
3484,당산수약국,02-319-8200,서울특별시 영등포구 양평로 53 (당산동5가),10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,-,-,-,37.5343184,126.9004198
3112,100세약국,02-711-2340,"서울특별시 마포구 도화길 46, 1층 (도화동)",10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,-,-,-,37.5416701,126.950706
3289,알파약국,02-2277-3400,"서울특별시 중구 마장로9길 34, 1층 (황학동)",10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,-,-,-,37.5699218,127.0197532
2398,신동화약국,02-2277-0234,서울특별시 종로구 종로 267-1,10:00~17:00,10:00~17:00,08:30~20:00,10:00~17:00,10:00~17:00,09:30~18:00,-,-,37.5713711,127.0076797
3390,동부사랑약국,02-922-3337,서울특별시 동대문구 무학로30길 6 (용두동),10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,-,-,-,37.5749907,127.031003
1292,세빛약국,02-6052-0333,"서울특별시 서대문구 응암로 64, 1층 (북가좌동)",10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,-,-,-,37.57872,126.9107107
3525,신우당약국,02-960-3944,"서울특별시 동대문구 약령동길 84, 1층 (제기동)",10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,-,-,-,37.5820526,127.0381169
2172,봄온누리약국,02-909-0211,서울특별시 성북구 장위로 112,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,-,-,-,37.6134656,127.0489121
4271,제일약국,02-592-4920,"서울특별시 강북구 도봉로 376, (번동)",10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,09:00~15:00,-,-,37.640389,127.0286668
3539,소담약국,02-952-1199,"서울특별시 노원구 상계로1길 14-11, A동 103호 (상계동, 하이웰빙상가)",10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,-,-,-,37.6569131,127.0618402
4158,비타약국,02-878-5390,서울특별시 관악구 원신길 147 (신림동),10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.4664775,126.9302733
4888,참성심약국,02-887-1131,"서울특별시 관악구 남부순환로 1862, (봉천동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,11:00~13:00,-,-,37.4795371,126.9565336
1828,건강한약국,02-866-1191,서울특별시 금천구 남부순환로 1384,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.4796958,126.9044916
1369,문정온누리약국,02-2054-3551,"서울특별시 송파구 송파대로 167, 문정역테라타워 지하1층 G132호 (문정동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,-,-,-,37.4846615,127.1209336
4868,대림약국,02 -525-3273,"서울특별시 서초구 사임당로 105, (서초동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.4905453,127.0212557
1765,햇살약국,02 -581-4534,"서울특별시 서초구 사임당로 130, 101호 (서초동,신동아아파트)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.4905862,127.02643
1425,푸른약국,02-790-1152,"서울특별시 강남구 도곡로 228, 지하1층 (도곡동, 에이블빌딩)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~14:00,-,-,37.4930014,127.0437868
4091,빛샘온누리약국,02-596-1307,서울특별시 서초구 서초대로 331,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,-,-,-,37.4951361,127.0176459
397,이정원약국,02-821-4671,서울특별시 동작구 국사봉길 90 (상도동),10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.4959855,126.9312365
3119,상도프라자약국,02-822-0667,"서울특별시 동작구 상도로 356, 1층 (상도동, 교동빌딩)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.4967665,126.9528372
2714,정일약국,02-501-8071,서울특별시 강남구 도곡로 458,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.4982879,127.0604805
2901,한국희귀의약품센터,02-508-7316,서울특별시 강남구 테헤란로 124,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.4987942,127.0317204
4094,대풍약국,02-537-2653,서울특별시 서초구 서초중앙로 229,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,-,-,-,37.5021183,127.0113792
4095,강남약국,070-7755-2030,"서울특별시 서초구 강남대로 463, 102호 (서초동,리젠타워)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,-,-,-,37.5034635,127.0244735
3662,우리약국,02-833-1975,"서울특별시 영등포구 도림로 322, (신길동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5063548,126.9019238
3251,영양과건강약국,02-3445-6625,"서울특별시 강남구 강남대로 532, 202호(논현동, 은훈빌딩)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5095829,127.0224854
4889,해오름약국,02-545-7617,"서울특별시 강남구 봉은사로73길 5, 1층 (삼성동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5128157,127.0506933
2338,소망온누리약국,02-543-1287,서울특별시 강남구 학동로 315,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,09:00~16:00,-,-,37.5163419,127.037679
4915,건강한세상대한약국,02-786-1095,"서울특별시 영등포구 국제금융로 108, 1층(여의도동,은하빌딩)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5187527,126.9335573
1754,프라자약국,02-2684-2823,"서울특별시 양천구 중앙로32길 55, (신정동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5198144,126.8597468
4086,미소약국,02-2672-9015,서울특별시 영등포구 문래로 83 (문래동3가),10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,-,-,-,37.5199225,126.8912974
1864,국민약국,02-761-7641,서울특별시 영등포구 여의나루로 27,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5216429,126.9228013
4811,화인약국,02-2633-1505,"서울특별시 영등포구 선유동1로 11, (양평동1가)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,-,-,-,37.5231692,126.8914543
1698,압구정미약국,02-548-0085,"서울특별시 강남구 논현로175길 25, 102호 (신사동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5254504,127.026684
4030,드림케어약국,070-8848-2878,서울특별시 강남구 압구정로 162 (신사동) 1층 107호,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,-,-,-,37.5263169,127.027475
2100,문화약국,02-795-8430,서울특별시 용산구 장문로 114-1,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,-,-,-,37.5266767,127.0022648
1803,강동보건약국,02-488-4100,서울특별시 강동구 성내로 40,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5288991,127.1245849
2170,봄약국,02-543-2251,서울특별시 강남구 압구정로29길 72-1,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5323331,127.0283823
2860,포도약국,070-7572-7626,서울특별시 광진구 능동로 50,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5356631,127.0693472
391,참약국,02-457-2922,"서울특별시 광진구 자양로13길 4-1, 1층 (자양동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5357995,127.0832883
2560,우리들약국,070-7522-6252,서울특별시 성동구 성덕정길 79,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5380246,127.0524762
2374,쉐르빌대학약국,02-447-9830,서울특별시 광진구 구의강변로 106,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5398967,127.0948848
2308,성화약국,02-470-6886,서울특별시 강동구 구천면로 296,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5460735,127.1340204
2415,신정약국,02-2256-1873,서울특별시 중구 다산로 32,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5500494,127.0097435
2603,웰빙약국,02-453-0353,서울특별시 광진구 자양로 312,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5530998,127.0934195
2499,영진약국,02-323-1114,서울특별시 마포구 망원로8길 67,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~14:00,-,-,37.5545673,126.9060641
2167,보은약국,02-444-4145,서울특별시 광진구 영화사로 64-1,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.554751,127.0932894
4072,명약국,02-393-3156,서울특별시 서대문구 신촌로 109 신촌르메이에르타운5,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,-,-,-,37.5558393,126.93779
4882,21세기약국,02-2201-9469,"서울특별시 광진구 용마산로 49, (중곡동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5580087,127.0876144
2084,명동천사약국,02-755-1005,서울특별시 중구 남대문로 68,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5630922,126.9821818
1537,우리약국,070-8242-8579,"서울특별시 동대문구 한천로 4, 1층 (장안동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5632559,127.0586046
2709,정약국,02-2275-2058,서울특별시 중구 퇴계로58길 7,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5636069,127.0065143
4918,정동약국,02-2241-7763,"서울특별시 동대문구 전농로 12, (답십리동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5660527,127.0560316
4869,국민약국,02-2273-4466,"서울특별시 중구 을지로41길 22, (을지로6가)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5670868,127.0063718
2726,조동약국,02-755-2662,서울특별시 중구 삼일대로 363,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5671828,126.9870232
2227,새건강약국,02-2244-8435,서울특별시 동대문구 천호대로 281,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5674196,127.0525642
2359,수약국,02-376-6710,서울특별시 서대문구 수색로 48,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5704033,126.9136224
401,성모약국,02-2212-1139,서울특별시 동대문구 답십리로23길 13 (전농동),10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5763815,127.0483589
4895,숭인다모아약국,02-765-5885-6,"서울특별시 종로구 지봉로8길 54, (숭인동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5767415,127.0157496
4917,인약국,02-923-7117,"서울특별시 동대문구 천호대로17길 75, (용두동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5774454,127.0321555
4038,민중약국,02-967-0117,서울특별시 동대문구 답십리로 9 (전농동),10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5784843,127.0435421
3495,가까운약국,02-3291-5354,서울특별시 성북구 보문로 44 (보문동7가),10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,-,-,37.5795532,127.0227856
1624,365밝은약국,02-453-0365,"서울특별시 중랑구 면목로39길 8, (면목동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5797679,127.0871949
1517,삼신당약국,02-964-4449,서울특별시 동대문구 고산자로38길 21-7 (제기동),10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5803835,127.0396
1593,새성수약국,02-2212-1581,서울특별시 동대문구 서울시립대로 116 (전농동),10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5807754,127.0516681
3696,약수당약국,02-967-1323,"서울특별시 동대문구 약령중앙로 27-1, 1층 (제기동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5808036,127.0368899
4920,혜민약국,"02-960-2083,4","서울특별시 동대문구 홍릉로 34-1, (청량리동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5833783,127.0443927
4927,정제약국,02-372-8273,"서울특별시 은평구 은평터널로 41, (수색동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5849783,126.8986941
3761,미소약국,02-744-4415,"서울특별시 성북구 삼선교로10길 23, 1층 (삼선동2가)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5871077,127.009479
263,굿모닝약국,02-916-3623,서울특별시 성북구 동소문로 16-1 (동소문동2가),10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5890939,127.0081263
3535,일층약국,02-2293-9311,서울특별시 중랑구 용마산로 434 (면목동) 1층,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,-,-,-,37.5899759,127.0974157
1632,굿모닝약국,070-7561-2359,"서울특별시 서대문구 연희로 407, (홍은동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5913376,126.9404819
4907,메디칼약국,02-922-4265,"서울특별시 성북구 아리랑로 3, (동소문동6가)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5930444,127.0161837
1965,대영진약국,02-434-5172,서울특별시 중랑구 용마공원로 16,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5941969,127.1010886
2637,은혜약국,02-432-0386,서울특별시 중랑구 봉우재로 239,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5957905,127.0994489
4924,부일약국,02-387-5788,"서울특별시 은평구 갈현로 7, (신사동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5986773,126.9100349
1763,한솔약국,02 -386 -5917,"서울특별시 은평구 갈현로 14, (신사동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5991314,126.9104589
3779,오온누리약국,02-701-7063,"서울특별시 은평구 진흥로 97, 1층 (역촌동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,-,-,-,37.6055879,126.9221883
3861,유심약국,02-3422-2755,"서울특별시 중랑구 봉화산로 217, (신내동,오상빌딩내)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.6077745,127.0968474
2472,연세정약국,02-943-0900,서울특별시 성북구 화랑로 201,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.6085904,127.0522745
4926,유승약국,02 -352-6595,"서울특별시 은평구 역말로 136, (대조동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.6110589,126.9220232
2651,이층약국,02-986-3583,서울특별시 강북구 도봉로 53,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~15:30,-,-,37.6138486,127.0296225
576,수종로약국,02-981-8151,"서울특별시 강북구 도봉로 61, 1층 (미아동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~14:00,-,-,37.61466,127.029733
3488,온누리청수약국,02-913-2328,"서울특별시 성북구 보국문로 164, (정릉동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.617014,127.0032438
2654,이화약국,02-355-4453,서울특별시 은평구 연서로 331-1,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.6249349,126.9285001
2079,메딕약국,02-951-4938,서울특별시 노원구 동일로 1678,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.6780941,127.0557097
1700,에덴셀스마트약국,02-2155-1610,"서울특별시 서초구 매헌로 16, 2198,2199호 (양재동,하이브랜드패션관)",10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-,37.4631951,127.0366233
2314,세곡리엔약국,02-445-8604,서울특별시 강남구 헌릉로570길 34,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-,-,37.4631966,127.103442
1795,강남사랑약국,02-577-6568,서울특별시 강남구 개포로 310,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-,-,37.4799556,127.0594353
2074,메디팜정연약국,02-522-5925,서울특별시 강남구 강남대로 256,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-,-,37.4864732,127.0335412
3830,삼우약국,02-3411-0841,"서울특별시 강남구 개포로82길 11, 101호(개포동,삼우빌딩)",10:00~19:00,10:00~19:00,10:00~21:00,10:00~19:00,10:00~19:00,09:00~18:00,-,-,37.488574,127.0674654
1996,동보옵티마약국,02-566-4428,서울특별시 강남구 도곡로14길 16,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-,-,37.4899291,127.0371199
3954,지티타워약국,02-590-2100,"서울특별시 서초구 서초대로 411, 지하1층 (서초동,지티타워)",10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-,37.498107,127.0259222
3051,굿약국,02-535-8233,"서울특별시 서초구 서초대로77길 24, 103호 (서초동, 강남 지웰타워2)",10:00~19:00,10:00~19:00,09:30~23:00,10:00~19:00,10:00~19:00,09:30~23:00,10:00~19:00,12:00~19:00,37.5000253,127.0259895
4255,이화약국,02-552-5242,"서울특별시 강남구 삼성로 314, 1층 (대치동,보양빌딩)",10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,09:30~14:00,-,-,37.5000453,127.0606475
2851,팜스약국,02-552-8284,서울특별시 강남구 논현로 509,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-,-,37.5019321,127.0361093
2549,옵티마미소약국,02-554-1383,서울특별시 강남구 논현로 570,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-,-,37.507131,127.0343011
2753,준약국,02-516-5357,서울특별시 강남구 학동로 121,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-,-,37.5122521,127.024351
2995,화이트영약국,02-3446-8664,서울특별시 강남구 학동로 177,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-,-,37.5141732,127.0303266
1374,월드중앙약국,02-423-3016,"서울특별시 송파구 올림픽로35길 112, 장미아파트 비상가 101,102호 (신천동)",10:00~19:00,10:00~19:00,09:00~21:00,10:00~19:00,10:00~19:00,08:30~21:00,10:00~19:00,-,37.5178933,127.1018273
3239,새봄약국,02-542-9307,"서울특별시 강남구 압구정로 152, 108호 (신사동, 극동스포츠빌딩)",10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~21:00,10:00~17:00,-,-,37.5255752,127.0260795
3243,세민약국,02-2677-0367,"서울특별시 영등포구 선유서로 117, 102호 (양평동3가,월드프라자빌딩)",10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-,37.5261655,126.8861254
3718,압구정현대약국,02-3443-3751,"서울특별시 강남구 압구정로 214, 1층 19호 (신사동)",10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-,-,37.5279855,127.0307665
649,길약국,02-470-7533,서울특별시 강동구 천호대로 1131,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,37.534786,127.1372697
339,해든이화약국,02-6925-0788,"서울특별시 양천구 목동동로 435, 103,104호 (목동)",10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,09:00~17:00,-,-,37.5373898,126.8848731
3443,더행복한약국,02-3296-1100,"서울특별시 마포구 토정로37길 46, 1층 109-2호 (도화동)",10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-,-,37.5426083,126.9473125
3099,정다운약국,02-456-7594,서울특별시 광진구 용마산로 38 (중곡동),10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~15:00,-,-,37.5569747,127.0883291
1040,백화점약국,02-2238-3444,"서울특별시 중구 다산로35길 12, (무학동)",10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-,37.5636399,127.0150038
3721,사랑의약국,02-3789-7176,"서울특별시 중구 남대문로 117, 지하1층 3호 (다동, 동아빌딩)",10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-,-,37.5677849,126.9822773
1513,DMC 허준약국,02-302-1550,"서울특별시 종로구 송월길 99, 201동 1층 2146호 (홍파동, 경희궁자이 2단지)",10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-,-,37.5708675,126.9623149
2542,올리브약국,02-2215-5290,서울특별시 동대문구 장한로 130,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~16:00,-,-,37.5718431,127.0718581
2331,세화온누리약국,02-988-2552,서울특별시 강북구 도봉로77길 6,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,09:00~20:00,09:00~20:00,-,37.6337701,127.0228234
1520,우리약국,02-2012-1507,"서울특별시 용산구 한강대로23길 55, 아이파크몰 리빙파크 6층 218호 (한강로3가)",10:00~19:30,10:00~19:30,10:00~19:30,10:00~19:30,10:00~19:30,10:00~18:00,-,-,37.5298702,126.9648759
2849,팜그린약국,02-3273-1553,서울특별시 용산구 청파로 74,10:00~19:30,10:00~19:30,10:00~19:30,10:00~19:30,10:00~19:30,10:00~19:30,-,-,37.5327779,126.9595697
2660,인앤아웃약국,02-2075-7505,서울특별시 종로구 종로 19,10:00~19:30,10:00~19:30,10:00~19:30,10:00~19:30,10:00~19:30,10:00~13:00,-,-,37.5708586,126.9798225
1469,국약국,02-934-4404,서울특별시 노원구 한글비석로 383 (중계동) 2층 26호,10:00~19:30,10:00~19:30,10:00~19:30,10:00~19:30,10:00~19:30,09:00~15:00,-,-,37.6589524,127.0725471
3941,제생약국,02-2617-4570,"서울특별시 구로구 개봉로3가길 57, (개봉동)",10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~19:00,-,-,37.4836905,126.8534817
2938,해정약국,02-846-6843,서울특별시 영등포구 도림로 150,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~18:00,-,-,37.4937562,126.8986568
4115,미진약국,02-566-1954,"서울특별시 강남구 강남대로 390, B105호(역삼동,미진프라자)",10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~17:00,-,-,37.497823,127.0285636
3942,부산약국,02-823-7339,"서울특별시 동작구 성대로 68, (상도동)",10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~21:00,-,-,37.4979284,126.9343355
510,제이약국,02-566-1259,서울특별시 강남구 테헤란로 101 (역삼동),10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~17:00,-,-,37.4986293,127.0280682
1724,이즈타워약국,02-501-9478,"서울특별시 강남구 테헤란로 101, 지하1층 103호 (역삼동, 이즈타워)",10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~18:00,-,-,37.4986293,127.0280682
3063,메디칼허브약국,02-5535009,"서울특별시 서초구 강남대로 615, 1층 (잠원동, 금정빌딩)",10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,-,-,37.5166587,127.0188844
330,바른약국,02-547-2744,"서울특별시 강남구 도산대로 157, 1층 (신사동)",10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~17:00,-,-,37.5190468,127.025687
